statement,file_path,INCLUDE,INCLUDE_PATH,DEPENDENCY_EXISTS,LIBNAME,MACRO_DEF,MACRO_CALL,tables_sourcejoin,tables_table,source,input_table,output_table,WRITE_BACK,MISSING_LIBNAME
"put @11 '<adamref:analysisvariable itemoid=""' analysisdataset +(-1)",SAS Files\make_define.sas,,,,,,,,,,,,No,
"'.' analysisvar +(-1) '""/>';",SAS Files\make_define.sas,,,,,,,,,,,,No,
set = set + 1;,SAS Files\make_define.sas,,,,,,,,,,,,No,
end;,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @9 '<!-- analysisdatasets are  pairs of dataset references and selection criteria. dataset references are itemgrouprefs.  the label in the xsl is the def:label for the itemgroup -->';,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @9 '<adamref:analysisdataset>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
"@11  '<itemgroupref itemgroupoid=""' analysisdataset +(-1) '"" mandatory=""no""/>' /",SAS Files\make_define.sas,,,,,,,,,,,,No,
@11  '<adamref:selectioncriteria>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
/* just use the row number of the data set as the unique number for the selection criteria */,SAS Files\make_define.sas,,,,,,,,,,,,No,
"@13    '<def:computationmethod oid=""sc' _n_ z3.",SAS Files\make_define.sas,,,,,,,,,,,,No,
"'"" name=""selection criteria ' _n_ z3. '""> [' selectioncriteria ' ]</def:computationmethod> '/",SAS Files\make_define.sas,,,,,,,,,,,,No,
@11  '</adamref:selectioncriteria> ' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9 '</adamref:analysisdataset> ' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
"@9 '<adamref:documentation leafid=""' docleafid +(-1) '"">' /",SAS Files\make_define.sas,,,,,,,,,,,,No,
"@11  '<translatedtext xml:lang=""en"">' documentation  /",SAS Files\make_define.sas,,,,,,,,,,,,No,
@11  '</translatedtext>'        /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9  '</adamref:documentation>'  /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9  '<adamref:programmingcode>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
"@9  '<def:computationmethod oid=""'  displayid +(-1) '"">' /",SAS Files\make_define.sas,,,,,,,,,,,,No,
@1  programmingcode /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9 '</def:computationmethod>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9 '</adamref:programmingcode>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@7 '</adamref:analysisresults>' ;,SAS Files\make_define.sas,,,,,,,,,,,,No,
if last.displayid then,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @5 '</adamref:resultdisplay>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@5 '</adamref:analysisresultdisplays>',SAS Files\make_define.sas,,,,,,,,,,,,No,
;,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
%end;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"filename codes ""&path\codelist.txt"";",SAS Files\make_define.sas,,,,,,,,,,,,No,
proc sort,SAS Files\make_define.sas,,,,,,,,,,,,No,
data=codelists,SAS Files\make_define.sas,,,,,,,,,,,,No,
nodupkey;,SAS Files\make_define.sas,,,,,,,,,,,,No,
by codelistname codedvalue translated;,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
data _null_;,SAS Files\make_define.sas,,,,,,,,,,,,No,
set codelists;,SAS Files\make_define.sas,,,,,,,,,,,,No,
by codelistname codedvalue;,SAS Files\make_define.sas,,,,,,,,,,,,No,
if not (first.codedvalue and last.codedvalue) then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put ""err"" ""or: multiple versions of the same coded value """,SAS Files\make_define.sas,,,,,,,,,,,,No,
codelistname= codedvalue=;,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc sort,SAS Files\make_define.sas,,,,,,,,,,,,No,
data=codelists;,SAS Files\make_define.sas,,,,,,,,,,,,No,
by codelistname rank;,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
data codelists;,SAS Files\make_define.sas,,,,,,,,,,,,No,
set codelists end=eof;,SAS Files\make_define.sas,,,,,,,,,,,,No,
by codelistname rank;,SAS Files\make_define.sas,,,,,,,,,,,,No,
file codes notitles;,SAS Files\make_define.sas,,,,,,,,,,,,No,
if _n_ = 1 then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put @5 ""<!-- ************************************************************ -->"" /",SAS Files\make_define.sas,,,,,,,,,,,,No,
"@5 ""<!-- codelists are presented below                                -->"" /",SAS Files\make_define.sas,,,,,,,,,,,,No,
"@5 ""<!-- ************************************************************ -->"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
if first.codelistname then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put @5 '<codelist oid=""codelist.' codelistname +(-1) '""' /",SAS Files\make_define.sas,,,,,,,,,,,,No,
"@7 'name=""' codelistname +(-1) '""' /",SAS Files\make_define.sas,,,,,,,,,,,,No,
"@7 'datatype=""' type +(-1) '"">';",SAS Files\make_define.sas,,,,,,,,,,,,No,
if codelistdictionary = '' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
do;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put @7  '<codelistitem codedvalue=""' codedvalue +(-1) '""' @;",SAS Files\make_define.sas,,,,,,,,,,,,No,
if rank ne . then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put ' def:rank=""' rank +(-1) '"">';",SAS Files\make_define.sas,,,,,,,,,,,,No,
else,SAS Files\make_define.sas,,,,,,,,,,,,No,
put '>';,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @9  '<decode>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@11 '<translatedtext>' translated +(-1) '</translatedtext>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@9  '</decode>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@7  '</codelistitem>';,SAS Files\make_define.sas,,,,,,,,,,,,No,
end;,SAS Files\make_define.sas,,,,,,,,,,,,No,
if codelistdictionary ne '' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put @7 '<externalcodelist dictionary=""' codelistdictionary +(-1)",SAS Files\make_define.sas,,,,,,,,,,,,No,
"'"" version=""' codelistversion +(-1) '""/>';",SAS Files\make_define.sas,,,,,,,,,,,,No,
if last.codelistname then,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @5 '</codelist>';,SAS Files\make_define.sas,,,,,,,,,,,,No,
if eof then,SAS Files\make_define.sas,,,,,,,,,,,,No,
put @3 '</metadataversion>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@1 '</study>' /,SAS Files\make_define.sas,,,,,,,,,,,,No,
@1 '</odm>';,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
%mend make_define;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"%make_define(path=/folders/myfolders/define/sdtm/,metadata=sdtm_metadata.xlsx);",SAS Files\make_define.sas,,,,,,make_define,,,,,,No,
"%make_define(path=/folders/myfolders/define/adam/,metadata=adam_metadata.xlsx);",SAS Files\make_define.sas,,,,,,make_define,,,,,,No,
"%macro make_empty_dataset(metadatafile=,dataset=);",SAS Files\make_empty_dataset.sas,,,,,make_empty_dataset,,,,,,,No,
proc import,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"datafile=""&metadatafile""",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
out=_temp,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"sheet=""variable_metadata"";",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
run;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
proc sort,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
data=_temp;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"where domain = ""&dataset"";",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
by varnum;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
run;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%global &dataset.keepstring;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
data _null_;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
set _temp nobs=nobs end=eof;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
if _n_=1 then,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symput(""vars"", compress(put(nobs,3.)));",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx('var'    || compress(put(_n_, 3.)), variable);",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx('label'  || compress(put(_n_, 3.)), label);",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx('length' || compress(put(_n_, 3.)), put(length, 3.));",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"if upcase(type) in (""integer"", ""float"") then",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx('type' || compress(put(_n_, 3.)), """");",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"else if upcase(type) in (""text"", ""date"", ""datetime"",",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"""date"", ""time"") then",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx('type' || compress(put(_n_, 3.)), ""$"");",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
else,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"put ""err"" ""or: not using a valid odm type.  "" type=;",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
length keepstring $ 32767;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
retain keepstring;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"keepstring = compress(keepstring) || ""|"" || left(variable);",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
if eof then,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"call symputx(upcase(compress(""&dataset"" || 'keepstring')),",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"left(trim(translate(keepstring,"" "",""|""))));",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
run;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
data empty_&dataset;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%do i=1 %to &vars;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"attrib &&var&i label=""&&label&i"" length=&&type&i.&&length&i...;",SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%if &&type&i=$ %then,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
retain &&var&i '';,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%else,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
retain &&var&i .;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%end;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
if 0;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
run;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
%mend make_empty_dataset;,SAS Files\make_empty_dataset.sas,,,,,,,,,,,,No,
"%macro make_sdtm_dy(refdate=,date=);",SAS Files\make_sdtm_dy2.sas,,,,,make_sdtm_dy,,,,,,,No,
if length(&date) >= 10 and length(&refdate) >= 10 then,SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
do;,SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
"if input(&date,yymmdd10.) >=",SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
"input(&refdate,yymmdd10.) then",SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
"%upcase(%substr(&date,1,%length(&date)-3))dy = input(&date,yymmdd10.)- input(&refdate,yymmdd10.)+ 1;",SAS Files\make_sdtm_dy2.sas,,,,,,upcase,,,,,,No,
else,SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
"%upcase(%substr(&date,1,%length(&date)-3))dy = input(&date,yymmdd10.)- input(&refdate,yymmdd10.);",SAS Files\make_sdtm_dy2.sas,,,,,,upcase,,,,,,No,
end;,SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
%mend make_sdtm_dy;,SAS Files\make_sdtm_dy2.sas,,,,,,,,,,,,No,
"%macro make_sort_order(metadatafile=,dataset=);",SAS Files\make_sort_order.sas,,,,,make_sort_order,,,,,,,No,
proc import,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"datafile=""&metadatafile""",SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
out=_temp,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"sheet=""toc_metadata"";",SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
run;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
%global &dataset.sortstring;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
data _null_;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
set _temp;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"where name = ""&dataset"";",SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"call symputx(compress(""&dataset"" || ""sortstring""),",SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"translate(domainkeys,"" "","",""));",SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
run;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
%mend make_sort_order;,SAS Files\make_sort_order.sas,,,,,,,,,,,,No,
"%macro mergsupp(sourcelib=library, outlib=work, domains= , suppqual=0);",SAS Files\mergsupp.sas,,,,,mergsupp,,,,,,,No,
%local domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%** de-normalize suppqual and merge into the given domain;,SAS Files\mergsupp.sas,,,,,,,"into, the, given, domain",,,,,No,
"%macro domainx(domain= ,suppqual=0);",SAS Files\mergsupp.sas,,,,,domainx,,,,,,,No,
%local suppdata idvar varlist nvars;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%if &suppqual %then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%let suppdata=suppqual;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%let suppdata=supp&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%* count the number of supplemental qualifiers for the given domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc sort,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data = &sourcelib..&suppdata,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
out = nvars,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
nodupkey;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"where rdomain=upcase(""&domain"");",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by qnam idvar;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data _null_;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
set nvars end=eof;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by qnam idvar;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
length varlist $200;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
retain varlist;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if not first.qnam then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
put 'prob' 'lem: more than one idvar for the domain-- ',SAS Files\mergsupp.sas,,,,,,,,,,,,No,
rdomain= qnam=,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
idvar= ;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
do;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
nvars + 1;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"varlist = trim(varlist) || "" "" || trim(qnam);",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if eof then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
do;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"call symput(""nvars"", put(nvars, 2.));",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"call symput(""varlist"", trim(left(varlist)));",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"call symput(""idvar"", trim(idvar));",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%put domain=&domain idvar=&idvar nvars=&nvars varlist=&varlist;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc sort,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data = &sourcelib..&suppdata,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
out = supp&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"where rdomain=upcase(""&domain"");",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by usubjid idvar idvarval;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%*  determine whether idvar in the parent domain is character or numeric;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%if &idvar^= %then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%do;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%let dsetnum=%sysfunc(open(&sourcelib..&domain));,SAS Files\mergsupp.sas,,,,,,sysfunc,,,,,,No,
"%let varnum=%sysfunc(varnum(&dsetnum,&idvar));",SAS Files\mergsupp.sas,,,,,,sysfunc,,,,,,No,
"%let idtype=%sysfunc(vartype(&dsetnum,&varnum));",SAS Files\mergsupp.sas,,,,,,sysfunc,,,,,,No,
%let rc=%sysfunc(close(&dsetnum));,SAS Files\mergsupp.sas,,,,,,sysfunc,,,,,,No,
%end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%let idtype= ;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data supp&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
set supp&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by usubjid idvar idvarval;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
drop q: idvarval idvar i rdomain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
length &varlist $200.;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
retain &varlist;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
array vars{*} &varlist;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if first.idvarval then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
do i = 1 to dim(vars);,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
vars{i} = '';,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
do i = 1 to dim(vars);,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if upcase(qnam)=upcase(vname(vars{i})) then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
vars{i} = qval;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%** convert to numeric if numeric in the parent domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%if &idvar^= and &idtype=n %then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"&idvar = input(idvarval, best.);",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%else %if &idvar^= %then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
&idvar = idvarval;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if last.idvarval;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc sort,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data = supp&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by usubjid &idvar;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc sort,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data = &sourcelib..&domain,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
out = __tmp;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
by usubjid &idvar;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data &outlib..&domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
merge __tmp supp&domain ;,SAS Files\mergsupp.sas,,,,,,,"__tmp, supp&domain",,,,,No,
by usubjid &idvar;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%mend domainx;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%*-------------------------------------------------------;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"%* if domains parameter specified, then loop through those",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%* domains;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"%* otherwise, dynamically identify the suppxx data sets and",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%* go through them all;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%*-------------------------------------------------------;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%let _wrd=1;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%if &domains^= %then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"%do %while(%scan(&domains,&_wrd)^= );",SAS Files\mergsupp.sas,,,,,,while,,,,,,No,
"%let domain=%scan(&domains,&_wrd);",SAS Files\mergsupp.sas,,,,,,scan,,,,,,No,
"%domainx(domain=&domain,suppqual=0);",SAS Files\mergsupp.sas,,,,,,domainx,,,,,,No,
%let _wrd=%eval(&_wrd+1);,SAS Files\mergsupp.sas,,,,,,eval,,,,,,No,
%end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%do;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%** find all of the suppxx datasets and loop through each one;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
ods output members=members;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc contents,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data = &sourcelib.._all_ memtype=data nods ;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
data members;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
set members;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
if upcase(name)=:'supp' and upcase(name)^=:'suppqual' then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
do;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"rdomain = substr(name,5,2);",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
put name= rdomain= ;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
output;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
else if upcase(name)=:'suppqual' then,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"call symput(""suppqual"",""1"");",SAS Files\mergsupp.sas,,,,,,,,,,,,No,
run;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%** loop through each domain;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
proc sql noprint;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
select count(distinct rdomain),SAS Files\mergsupp.sas,,,,,,,,,,,,No,
into :domn,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
from %if &suppqual %then &sourcelib..suppqual; %else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
members;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
select distinct rdomain,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
into :domain1 - :domain%left(&domn),SAS Files\mergsupp.sas,,,,,,left,,,,,,No,
from %if &suppqual %then &sourcelib..suppqual; %else,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
members;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%do _i=1 %to &domn;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
"%domainx(domain=&&domain&_i,suppqual=&suppqual);",SAS Files\mergsupp.sas,,,,,,domainx,,,,,,No,
%end;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%end; %* if domains not specified explicitly...;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%mend mergsupp;,SAS Files\mergsupp.sas,,,,,,,,,,,,No,
%include '/folders/myfolders/test1/common.sas';,SAS Files\pn.sas,yes,/folders/myfolders/test1/common.sas,No,,,,,,,,,No,
%common;,SAS Files\pn.sas,,,,,,,,,,,,No,
"filename pn ""/folders/myfolders/test1/pn.dat"";",SAS Files\pn.sas,,,,,,,,,,,,No,
data source.pain;,SAS Files\pn.sas,,,,,,,,pain,,,source.pain,Yes,Yes
"label subject  = ""subject number""",SAS Files\pn.sas,,,,,,,,,,,,No,
"randomizedt = ""baseline visit date""",SAS Files\pn.sas,,,,,,,,,,,,No,
"month3dt    = ""month 3 visit date""",SAS Files\pn.sas,,,,,,,,,,,,No,
"month6dt    = ""month 6 visit date""",SAS Files\pn.sas,,,,,,,,,,,,No,
"painbase    = ""pain score at baseline: 0=none, 1=mild, 2=moderate, 3=severe""",SAS Files\pn.sas,,,,,,,,,,,,No,
"pain3mo     = ""pain score at 3 months: 0=none, 1=mild, 2=moderate, 3=severe""",SAS Files\pn.sas,,,,,,,,,,,,No,
"pain6mo     = ""pain score at 6 months: 0=none, 1=mild, 2=moderate, 3=severe""",SAS Files\pn.sas,,,,,,,,,,,,No,
"uniqueid = ""company wide subject id"";",SAS Files\pn.sas,,,,,,,,,,,,No,
infile pn;,SAS Files\pn.sas,,,,,,,,,,,,No,
input subject randomizedt mmddyy10. +1 month3dt mmddyy10. +1 month6dt mmddyy10. painbase pain3mo pain6mo;,SAS Files\pn.sas,,,,,,,,,,,,No,
"uniqueid = 'uni' || put(subject,3.);",SAS Files\pn.sas,,,,,,,,,,,,No,
format randomizedt month3dt month6dt mmddyy10.;,SAS Files\pn.sas,,,,,,,,,,,,No,
run;,SAS Files\pn.sas,,,,,,,,,,,,No,
%include '/folders/myfolders/test1/common.sas';,SAS Files\sdtm_ae.sas,yes,/folders/myfolders/test1/common.sas,No,,,,,,,,,No,
%common;,SAS Files\sdtm_ae.sas,,,,,,,,,,,,No,
%include '/folders/myfolders/test1/make_sdtm_dy2.sas';,SAS Files\sdtm_ae.sas,yes,/folders/myfolders/test1/make_sdtm_dy2.sas,Yes,,,,,,,,,No,
